#,,,,,,,,,"generated_by='OpenQuake engine 3.11.3', start_date='2021-09-02T14:05:26', checksum=1341071056, investigation_time=1.0, risk_investigation_time=1.0"
asset_id,taxonomy,lon,lat,structural~no_damage,structural~DS1,structural~DS2,structural~DS3,structural~DS4,structural~DS5
30,pre1919rota,12.96694,42.27389,9.999983E-01,7.598502E-07,2.684565E-07,3.118598E-07,2.739718E-07,1.106701E-07
208,post1981rota,12.96694,42.27389,9.999996E-01,2.617281E-07,3.105271E-08,3.074358E-08,2.718435E-08,8.299502E-09
26,pre1919rota,12.98694,42.32417,9.999984E-01,7.101431E-07,2.494246E-07,2.881857E-07,2.506330E-07,9.914254E-08
204,post1981rota,12.98694,42.32417,9.999996E-01,2.413472E-07,2.840964E-08,2.801832E-08,2.459982E-08,7.403226E-09
43,pre1919rota,13.02028,42.24056,9.999979E-01,9.293680E-07,3.347152E-07,3.957268E-07,3.590873E-07,1.549430E-07
221,post1981rota,13.02028,42.24056,9.999995E-01,3.347254E-07,4.073507E-08,4.083071E-08,3.692314E-08,1.179086E-08
21,pre1919rota,13.02306,42.39472,9.999986E-01,6.362379E-07,2.214569E-07,2.537365E-07,2.172168E-07,8.307026E-08
199,post1981rota,13.02306,42.39472,9.999997E-01,2.118333E-07,2.462872E-08,2.414108E-08,2.095644E-08,6.159656E-09
31,pre1919rota,13.04611,42.22750,9.999976E-01,1.018111E-06,3.702572E-07,4.416591E-07,4.074205E-07,1.820963E-07
209,post1981rota,13.04611,42.22750,9.999995E-01,3.754772E-07,4.630584E-08,4.672010E-08,4.276389E-08,1.400633E-08
32,pre1919rota,13.05556,42.45222,9.999987E-01,5.709023E-07,1.970736E-07,2.240721E-07,1.890773E-07,7.013910E-08
210,post1981rota,13.05556,42.45222,9.999998E-01,1.866324E-07,2.145740E-08,2.091681E-08,1.797324E-08,5.172165E-09
18,pre1919rota,13.05972,42.40750,9.999985E-01,6.574570E-07,2.294465E-07,2.635360E-07,2.266554E-07,8.755672E-08
196,post1981rota,13.05972,42.40750,9.999997E-01,2.202119E-07,2.569632E-08,2.523324E-08,2.197855E-08,6.506052E-09
37,pre1919rota,13.06861,42.29611,9.999979E-01,9.145679E-07,3.288466E-07,3.882097E-07,3.513076E-07,1.507480E-07
215,post1981rota,13.06861,42.29611,9.999995E-01,3.281277E-07,3.984627E-08,3.989809E-08,3.601125E-08,1.145563E-08
14,pre1919rota,13.07944,42.41806,9.999985E-01,6.602697E-07,2.305080E-07,2.648404E-07,2.279159E-07,8.815910E-08
192,post1981rota,13.07944,42.41806,9.999997E-01,2.213282E-07,2.583892E-08,2.537928E-08,2.211547E-08,6.552605E-09
27,pre1919rota,13.12639,42.26611,9.999973E-01,1.122287E-06,4.127577E-07,4.974210E-07,4.675413E-07,2.172611E-07
205,post1981rota,13.12639,42.26611,9.999994E-01,4.255232E-07,5.327412E-08,5.414745E-08,5.023163E-08,1.690716E-08
36,pre1919rota,13.14611,42.21056,9.999966E-01,1.345400E-06,5.067700E-07,6.240410E-07,6.099195E-07,3.069079E-07
214,post1981rota,13.14611,42.21056,9.999992E-01,5.418750E-07,7.000742E-08,7.224664E-08,6.889248E-08,2.450159E-08
141,pre1919rota,13.20750,42.10306,9.999946E-01,1.894673E-06,7.593505E-07,9.883921E-07,1.066309E-06,6.573323E-07
319,post1981rota,13.20750,42.10306,9.999986E-01,9.041994E-07,1.266535E-07,1.359167E-07,1.390875E-07,5.706550E-08
17,pre1919rota,13.23556,42.19444,9.999954E-01,1.700126E-06,6.658657E-07,8.491412E-07,8.835185E-07,5.055218E-07
195,post1981rota,13.23556,42.19444,9.999989E-01,7.602741E-07,1.033708E-07,1.093472E-07,1.090332E-07,4.243584E-08
151,pre1919rota,13.25167,42.07028,9.999934E-01,2.168834E-06,9.016932E-07,1.212319E-06,1.384137E-06,9.581019E-07
329,post1981rota,13.25167,42.07028,9.999982E-01,1.153414E-06,1.692325E-07,1.857027E-07,1.977662E-07,8.790446E-08
147,pre1919rota,13.25583,42.37417,9.999975E-01,1.040482E-06,3.793120E-07,4.534629E-07,4.200162E-07,1.893391E-07
325,post1981rota,13.25583,42.37417,9.999995E-01,3.860181E-07,4.776214E-08,4.826698E-08,4.431023E-08,1.460104E-08
79,pre1919rota,13.28306,42.00667,9.999923E-01,2.353674E-06,1.008435E-06,1.392156E-06,1.663984E-06,1.266260E-06
257,post1981rota,13.28306,42.00667,9.999978E-01,1.374446E-06,2.093684E-07,2.339255E-07,2.572928E-07,1.221198E-07
153,pre1919rota,13.30194,42.29056,9.999962E-01,1.461718E-06,5.575249E-07,6.943276E-07,6.925550E-07,3.636042E-07
