rlz_id,branch_path,weight
0,0~0,2.3041000e-03
1,1~0,2.3041000e-03
2,2~0,2.3041000e-03
3,3~0,2.3041000e-03
4,4~0,2.3041000e-03
5,5~0,2.3041000e-03
6,6~0,2.3041000e-03
7,7~0,2.3041000e-03
8,8~0,2.3041000e-03
9,9~0,2.3041000e-03
10,A~0,2.3041000e-03
11,B~0,2.3041000e-03
12,C~0,2.3041000e-03
13,D~0,2.3041000e-03
14,E~0,2.3041000e-03
15,F~0,2.3041000e-03
16,G~0,2.3041000e-03
17,H~0,2.3041000e-03
18,I~0,2.3041000e-03
19,J~0,2.3041000e-03
20,K~0,2.3041000e-03
21,L~0,2.3041000e-03
22,M~0,2.3041000e-03
23,N~0,2.3041000e-03
24,O~0,2.3041000e-03
25,P~0,2.3041000e-03
26,Q~0,2.3041000e-03
27,R~0,2.3041000e-03
28,S~0,2.3041000e-03
29,T~0,2.3041000e-03
30,U~0,2.3041000e-03
31,V~0,2.3041000e-03
32,W~0,2.3041000e-03
33,X~0,2.3041000e-03
34,Y~0,2.3041000e-03
35,Z~0,2.3041000e-03
36,br0036~0,2.3041000e-03
37,br0037~0,2.3041000e-03
38,br0038~0,2.3041000e-03
39,br0039~0,2.3041000e-03
40,br0040~0,2.3041000e-03
41,br0041~0,2.3041000e-03
42,br0042~0,2.3041000e-03
43,br0043~0,2.3041000e-03
44,br0044~0,2.3041000e-03
45,br0045~0,2.3041000e-03
46,br0046~0,2.3041000e-03
47,br0047~0,2.3041000e-03
48,br0048~0,2.3041000e-03
49,br0049~0,2.3041000e-03
50,br0050~0,2.3041000e-03
51,br0051~0,2.3041000e-03
52,br0052~0,2.3041000e-03
53,br0053~0,2.3041000e-03
54,br0054~0,2.3041000e-03
55,br0055~0,2.3041000e-03
56,br0056~0,2.3041000e-03
57,br0057~0,2.3041000e-03
58,br0058~0,2.3041000e-03
59,br0059~0,2.3041000e-03
60,br0060~0,2.3041000e-03
61,br0061~0,2.3041000e-03
62,br0062~0,2.3041000e-03
63,br0063~0,2.3041000e-03
64,br0064~0,2.3041000e-03
65,br0065~0,2.3041000e-03
66,br0066~0,2.3041000e-03
67,br0067~0,2.3041000e-03
68,br0068~0,2.3041000e-03
69,br0069~0,2.3041000e-03
70,br0070~0,2.3041000e-03
71,br0071~0,2.3041000e-03
72,br0072~0,2.3041000e-03
73,br0073~0,2.3041000e-03
74,br0074~0,2.3041000e-03
75,br0075~0,2.3041000e-03
76,br0076~0,2.3041000e-03
77,br0077~0,2.3041000e-03
78,br0078~0,2.3041000e-03
79,br0079~0,2.3041000e-03
80,br0080~0,2.3041000e-03
81,br0081~0,2.3041000e-03
82,br0082~0,2.3041000e-03
83,br0083~0,2.3041000e-03
84,br0084~0,2.3041000e-03
85,br0085~0,2.3041000e-03
86,br0086~0,2.3041000e-03
87,br0087~0,2.3041000e-03
88,br0088~0,2.3041000e-03
89,br0089~0,2.3041000e-03
90,br0090~0,2.3041000e-03
91,br0091~0,2.3041000e-03
92,br0092~0,2.3041000e-03
93,br0093~0,2.3041000e-03
94,br0094~0,2.3041000e-03
95,br0095~0,2.3041000e-03
96,br0096~0,2.3041000e-03
97,br0097~0,2.3041000e-03
98,br0098~0,2.3041000e-03
99,br0099~0,2.3041000e-03
100,br0100~0,2.3041000e-03
101,br0101~0,2.3041000e-03
102,br0102~0,2.3041000e-03
103,br0103~0,2.3041000e-03
104,br0104~0,2.3041000e-03
105,br0105~0,2.3041000e-03
106,br0106~0,2.3041000e-03
107,br0107~0,2.3041000e-03
108,br0108~0,2.3041000e-03
109,br0109~0,2.3041000e-03
110,br0110~0,2.3041000e-03
111,br0111~0,2.3041000e-03
112,br0112~0,2.3041000e-03
113,br0113~0,2.3041000e-03
114,br0114~0,2.3041000e-03
115,br0115~0,2.3041000e-03
116,br0116~0,2.3041000e-03
117,br0117~0,2.3041000e-03
118,br0118~0,2.3041000e-03
119,br0119~0,2.3041000e-03
120,br0120~0,2.3041000e-03
121,br0121~0,2.3041000e-03
122,br0122~0,2.3041000e-03
123,br0123~0,2.3041000e-03
124,br0124~0,2.3041000e-03
125,br0125~0,2.3041000e-03
126,br0126~0,2.3041000e-03
127,br0127~0,2.3041000e-03
128,br0128~0,2.3041000e-03
129,br0129~0,2.3041000e-03
130,br0130~0,2.3041000e-03
131,br0131~0,2.3041000e-03
132,br0132~0,2.3041000e-03
133,br0133~0,2.3041000e-03
134,br0134~0,2.3041000e-03
135,br0135~0,2.3041000e-03
136,br0136~0,2.3041000e-03
137,br0137~0,2.3041000e-03
138,br0138~0,2.3041000e-03
139,br0139~0,2.3041000e-03
140,br0140~0,2.3041000e-03
141,br0141~0,2.3041000e-03
142,br0142~0,2.3041000e-03
143,br0143~0,2.3041000e-03
144,br0144~0,2.3041000e-03
145,br0145~0,2.3041000e-03
146,br0146~0,2.3041000e-03
147,br0147~0,2.3041000e-03
148,br0148~0,2.3041000e-03
149,br0149~0,2.3041000e-03
150,br0150~0,2.3041000e-03
151,br0151~0,2.3041000e-03
152,br0152~0,2.3041000e-03
153,br0153~0,2.3041000e-03
154,br0154~0,2.3041000e-03
155,br0155~0,2.3041000e-03
156,br0156~0,2.3041000e-03
157,br0157~0,2.3041000e-03
158,br0158~0,2.3041000e-03
159,br0159~0,2.3041000e-03
160,br0160~0,2.3041000e-03
161,br0161~0,2.3041000e-03
162,br0162~0,2.3041000e-03
163,br0163~0,2.3041000e-03
164,br0164~0,2.3041000e-03
165,br0165~0,2.3041000e-03
166,br0166~0,2.3041000e-03
167,br0167~0,2.3041000e-03
168,br0168~0,2.3041000e-03
169,br0169~0,2.3041000e-03
170,br0170~0,2.3041000e-03
171,br0171~0,2.3041000e-03
172,br0172~0,2.3041000e-03
173,br0173~0,2.3041000e-03
174,br0174~0,2.3041000e-03
175,br0175~0,2.3041000e-03
176,br0176~0,2.3041000e-03
177,br0177~0,2.3041000e-03
178,br0178~0,2.3041000e-03
179,br0179~0,2.3041000e-03
180,br0180~0,2.3041000e-03
181,br0181~0,2.3041000e-03
182,br0182~0,2.3041000e-03
183,br0183~0,2.3041000e-03
184,br0184~0,2.3041000e-03
185,br0185~0,2.3041000e-03
186,br0186~0,2.3041000e-03
187,br0187~0,2.3041000e-03
188,br0188~0,2.3041000e-03
189,br0189~0,2.3041000e-03
190,br0190~0,2.3041000e-03
191,br0191~0,2.3041000e-03
192,br0192~0,2.3041000e-03
193,br0193~0,2.3041000e-03
194,br0194~0,2.3041000e-03
195,br0195~0,2.3041000e-03
196,br0196~0,2.3041000e-03
197,br0197~0,2.3041000e-03
198,br0198~0,2.3041000e-03
199,br0199~0,2.3041000e-03
200,br0200~0,2.3041000e-03
201,br0201~0,2.3041000e-03
202,br0202~0,2.3041000e-03
203,br0203~0,2.3041000e-03
204,br0204~0,2.3041000e-03
205,br0205~0,2.3041000e-03
206,br0206~0,2.3041000e-03
207,br0207~0,2.3041000e-03
208,br0208~0,2.3041000e-03
209,br0209~0,2.3041000e-03
210,br0210~0,2.3041000e-03
211,br0211~0,2.3041000e-03
212,br0212~0,2.3041000e-03
213,br0213~0,2.3041000e-03
214,br0214~0,2.3041000e-03
215,br0215~0,2.3041000e-03
216,br0216~0,2.3041000e-03
217,br0217~0,2.3041000e-03
218,br0218~0,2.3041000e-03
219,br0219~0,2.3041000e-03
220,br0220~0,2.3041000e-03
221,br0221~0,2.3041000e-03
222,br0222~0,2.3041000e-03
223,br0223~0,2.3041000e-03
224,br0224~0,2.3041000e-03
225,br0225~0,2.3041000e-03
226,br0226~0,2.3041000e-03
227,br0227~0,2.3041000e-03
228,br0228~0,2.3041000e-03
229,br0229~0,2.3041000e-03
230,br0230~0,2.3041000e-03
231,br0231~0,2.3041000e-03
232,br0232~0,2.3041000e-03
233,br0233~0,2.3041000e-03
234,br0234~0,2.3041000e-03
235,br0235~0,2.3041000e-03
236,br0236~0,2.3041000e-03
237,br0237~0,2.3041000e-03
238,br0238~0,2.3041000e-03
239,br0239~0,2.3041000e-03
240,br0240~0,2.3041000e-03
241,br0241~0,2.3041000e-03
242,br0242~0,2.3041000e-03
243,br0243~0,2.3041000e-03
244,br0244~0,2.3041000e-03
245,br0245~0,2.3041000e-03
246,br0246~0,2.3041000e-03
247,br0247~0,2.3041000e-03
248,br0248~0,2.3041000e-03
249,br0249~0,2.3041000e-03
250,br0250~0,2.3041000e-03
251,br0251~0,2.3041000e-03
252,br0252~0,2.3041000e-03
253,br0253~0,2.3041000e-03
254,br0254~0,2.3041000e-03
255,br0255~0,2.3041000e-03
256,br0256~0,2.3041000e-03
257,br0257~0,2.3041000e-03
258,br0258~0,2.3041000e-03
259,br0259~0,2.3041000e-03
260,br0260~0,2.3041000e-03
261,br0261~0,2.3041000e-03
262,br0262~0,2.3041000e-03
263,br0263~0,2.3041000e-03
264,br0264~0,2.3041000e-03
265,br0265~0,2.3041000e-03
266,br0266~0,2.3041000e-03
267,br0267~0,2.3041000e-03
268,br0268~0,2.3041000e-03
269,br0269~0,2.3041000e-03
270,br0270~0,2.3041000e-03
271,br0271~0,2.3041000e-03
272,br0272~0,2.3041000e-03
273,br0273~0,2.3041000e-03
274,br0274~0,2.3041000e-03
275,br0275~0,2.3041000e-03
276,br0276~0,2.3041000e-03
277,br0277~0,2.3041000e-03
278,br0278~0,2.3041000e-03
279,br0279~0,2.3041000e-03
280,br0280~0,2.3041000e-03
281,br0281~0,2.3041000e-03
282,br0282~0,2.3041000e-03
283,br0283~0,2.3041000e-03
284,br0284~0,2.3041000e-03
285,br0285~0,2.3041000e-03
286,br0286~0,2.3041000e-03
287,br0287~0,2.3041000e-03
288,br0288~0,2.3041000e-03
289,br0289~0,2.3041000e-03
290,br0290~0,2.3041000e-03
291,br0291~0,2.3041000e-03
292,br0292~0,2.3041000e-03
