#,,,,,,,,,"generated_by='OpenQuake engine 3.11.3', start_date='2021-07-22T17:25:54', checksum=1954410440, investigation_time=1.0, risk_investigation_time=1.0"
asset_id,taxonomy,lon,lat,structural~no_damage,structural~DS1,structural~DS2,structural~DS3,structural~DS4,structural~DS5
30,pre1919rota,12.96694,42.27389,9.999993E-01,2.717439E-07,9.787662E-08,1.156994E-07,1.049068E-07,4.511847E-08
208,post1981rota,12.96694,42.27389,9.999999E-01,9.778536E-08,1.189190E-08,1.191429E-08,1.076303E-08,3.427722E-09
26,pre1919rota,12.98694,42.32417,9.999994E-01,2.588602E-07,9.276582E-08,1.091505E-07,9.812072E-08,4.143621E-08
204,post1981rota,12.98694,42.32417,9.999999E-01,9.202871E-08,1.111510E-08,1.109836E-08,9.963571E-09,3.132400E-09
43,pre1919rota,13.02028,42.24056,9.999992E-01,3.366871E-07,1.243291E-07,1.503396E-07,1.420794E-07,6.648153E-08
221,post1981rota,13.02028,42.24056,9.999998E-01,1.287178E-07,1.617716E-08,1.646825E-08,1.531301E-08,5.165964E-09
21,pre1919rota,13.02306,42.39472,9.999995E-01,2.352325E-07,8.350666E-08,9.740518E-08,8.614835E-08,3.511443E-08
199,post1981rota,13.02306,42.39472,9.999999E-01,8.177236E-08,9.748251E-09,9.670620E-09,8.577658E-09,2.628671E-09
31,pre1919rota,13.04611,42.22750,9.999991E-01,3.708004E-07,1.387067E-07,1.696990E-07,1.638292E-07,8.017994E-08
209,post1981rota,13.04611,42.22750,9.999998E-01,1.464958E-07,1.873397E-08,1.923407E-08,1.816606E-08,6.330183E-09
32,pre1919rota,13.05556,42.45222,9.999995E-01,2.106691E-07,7.403624E-08,8.556518E-08,7.440345E-08,2.931576E-08
210,post1981rota,13.05556,42.45222,9.999999E-01,7.159035E-08,8.423279E-09,8.303418E-09,7.281108E-09,2.181513E-09
18,pre1919rota,13.05972,42.40750,9.999995E-01,2.458718E-07,8.765787E-08,1.026520E-07,9.146478E-08,3.789366E-08
196,post1981rota,13.05972,42.40750,9.999999E-01,8.634338E-08,1.035467E-08,1.030276E-08,9.189170E-09,2.849598E-09
37,pre1919rota,13.06861,42.29611,9.999992E-01,3.441484E-07,1.274445E-07,1.545019E-07,1.466930E-07,6.929398E-08
215,post1981rota,13.06861,42.29611,9.999998E-01,1.325016E-07,1.671483E-08,1.704634E-08,1.590247E-08,5.400223E-09
14,pre1919rota,13.07944,42.41806,9.999994E-01,2.478751E-07,8.844283E-08,1.036476E-07,9.247943E-08,3.842920E-08
192,post1981rota,13.07944,42.41806,9.999999E-01,8.721268E-08,1.047050E-08,1.042374E-08,9.306593E-09,2.892265E-09
27,pre1919rota,13.12639,42.26611,9.999989E-01,4.287440E-07,1.639768E-07,2.046598E-07,2.048153E-07,1.079400E-07
205,post1981rota,13.12639,42.26611,9.999998E-01,1.794778E-07,2.363218E-08,2.460940E-08,2.384740E-08,8.751984E-09
36,pre1919rota,13.14611,42.21056,9.999986E-01,5.035050E-07,1.984007E-07,2.543134E-07,2.668769E-07,1.550273E-07
