#,,,,,,,,,"generated_by='OpenQuake engine 3.11.3', start_date='2021-07-22T17:25:54', checksum=1954410440, investigation_time=1.0, risk_investigation_time=1.0"
asset_id,taxonomy,lon,lat,structural~no_damage,structural~DS1,structural~DS2,structural~DS3,structural~DS4,structural~DS5
30,pre1919rota,12.96694,42.27389,9.999990E-01,4.911062E-07,1.605213E-07,1.736743E-07,1.338771E-07,4.187982E-08
208,post1981rota,12.96694,42.27389,9.999998E-01,1.444903E-07,1.553869E-08,1.467362E-08,1.191449E-08,3.079569E-09
26,pre1919rota,12.98694,42.32417,9.999991E-01,4.453929E-07,1.450131E-07,1.563337E-07,1.197084E-07,3.694987E-08
204,post1981rota,12.98694,42.32417,9.999998E-01,1.301095E-07,1.392381E-08,1.311738E-08,1.060452E-08,2.716799E-09
43,pre1919rota,13.02028,42.24056,9.999986E-01,6.734417E-07,2.231235E-07,2.444381E-07,1.928550E-07,6.320258E-08
221,post1981rota,13.02028,42.24056,9.999997E-01,2.032492E-07,2.223582E-08,2.117373E-08,1.745641E-08,4.652923E-09
21,pre1919rota,13.02306,42.39472,9.999992E-01,3.855733E-07,1.248300E-07,1.338752E-07,1.015183E-07,3.073344E-08
199,post1981rota,13.02306,42.39472,9.999999E-01,1.114888E-07,1.184697E-08,1.112254E-08,8.935560E-09,2.260558E-09
31,pre1919rota,13.04611,42.22750,9.999984E-01,7.792394E-07,2.599921E-07,2.866862E-07,2.289628E-07,7.691827E-08
209,post1981rota,13.04611,42.22750,9.999997E-01,2.384368E-07,2.632325E-08,2.517739E-08,2.092678E-08,5.670760E-09
32,pre1919rota,13.05556,42.45222,9.999993E-01,3.426982E-07,1.104924E-07,1.180552E-07,8.890587E-08,2.654936E-08
210,post1981rota,13.05556,42.45222,9.999999E-01,9.838097E-08,1.040144E-08,9.741586E-09,7.791299E-09,1.953323E-09
18,pre1919rota,13.05972,42.40750,9.999992E-01,4.155810E-07,1.349365E-07,1.451027E-07,1.105845E-07,3.381350E-08
196,post1981rota,13.05972,42.40750,9.999998E-01,1.207966E-07,1.288279E-08,1.211639E-08,9.765432E-09,2.486569E-09
37,pre1919rota,13.06861,42.29611,9.999986E-01,6.642770E-07,2.199513E-07,2.408267E-07,1.898067E-07,6.207418E-08
215,post1981rota,13.06861,42.29611,9.999998E-01,2.002482E-07,2.189048E-08,2.083702E-08,1.716701E-08,4.569474E-09
14,pre1919rota,13.07944,42.41806,9.999992E-01,4.252522E-07,1.382020E-07,1.487388E-07,1.135332E-07,3.482352E-08
192,post1981rota,13.07944,42.41806,9.999998E-01,1.238115E-07,1.321935E-08,1.243980E-08,1.003621E-08,2.560690E-09
27,pre1919rota,13.12639,42.26611,9.999980E-01,9.249383E-07,3.113335E-07,3.461078E-07,2.806645E-07,9.723954E-08
205,post1981rota,13.12639,42.26611,9.999996E-01,2.880469E-07,3.216531E-08,3.093700E-08,2.597737E-08,7.185453E-09
36,pre1919rota,13.14611,42.21056,9.999973E-01,1.237815E-06,4.236773E-07,4.783391E-07,3.992551E-07,1.467040E-07
214,post1981rota,13.14611,42.21056,9.999995E-01,3.990864E-07,4.555243E-08,4.428463E-08,3.792130E-08,1.091324E-08
141,pre1919rota,13.20750,42.10306,9.999948E-01,2.253250E-06,8.066717E-07,9.491349E-07,8.551958E-07,3.674470E-07
319,post1981rota,13.20750,42.10306,9.999989E-01,8.033286E-07,9.732614E-08,9.741039E-08,8.796136E-08,2.817354E-08
17,pre1919rota,13.23556,42.19444,9.999958E-01,1.875664E-06,6.610459E-07,7.666911E-07,6.727166E-07,2.737101E-07
195,post1981rota,13.23556,42.19444,9.999991E-01,6.448345E-07,7.650510E-08,7.579290E-08,6.717755E-08,2.072367E-08
151,pre1919rota,13.25167,42.07028,9.999928E-01,2.958845E-06,1.089144E-06,1.314286E-06,1.240048E-06,5.852041E-07
329,post1981rota,13.25167,42.07028,9.999984E-01,1.128054E-06,1.417881E-07,1.444675E-07,1.347481E-07,4.605739E-08
147,pre1919rota,13.25583,42.37417,9.999981E-01,9.073903E-07,3.051186E-07,3.388838E-07,2.743337E-07,9.472127E-08
325,post1981rota,13.25583,42.37417,9.999996E-01,2.820126E-07,3.145083E-08,3.023087E-08,2.535557E-08,6.997576E-09
79,pre1919rota,13.28306,42.00667,9.999906E-01,3.664550E-06,1.386228E-06,1.714436E-06,1.690902E-06,8.730350E-07
257,post1981rota,13.28306,42.00667,9.999979E-01,1.497346E-06,1.950653E-07,2.022211E-07,1.946001E-07,7.079755E-08
153,pre1919rota,13.30194,42.29056,9.999965E-01,1.581495E-06,5.502336E-07,6.306651E-07,5.413929E-07,2.106807E-07
331,post1981rota,13.30194,42.29056,9.999993E-01,5.282721E-07,6.161661E-08,6.053811E-08,5.285045E-08,1.581447E-08
84,pre1919rota,13.33528,41.98917,9.999874E-01,4.605919E-06,1.809285E-06,2.314319E-06,2.423495E-06,1.413066E-06
262,post1981rota,13.33528,41.98917,9.999969E-01,2.082794E-06,2.849245E-07,3.024145E-07,3.036017E-07,1.202125E-07
107,pre1919rota,13.33917,42.29194,9.999960E-01,1.775591E-06,6.230950E-07,7.198372E-07,6.270358E-07,2.513631E-07
285,post1981rota,13.33917,42.29194,9.999992E-01,6.045465E-07,7.131829E-08,7.045857E-08,6.213393E-08,1.897197E-08
148,pre1919rota,13.34278,42.06639,9.999881E-01,4.414404E-06,1.720379E-06,2.185146E-06,2.259911E-06,1.284935E-06
326,post1981rota,13.34278,42.06639,9.999971E-01,1.953153E-06,2.644876E-07,2.793558E-07,2.780103E-07,1.081787E-07
108,pre1919rota,13.36222,42.09444,9.999881E-01,4.415027E-06,1.720665E-06,2.185559E-06,2.260429E-06,1.285333E-06
286,post1981rota,13.36222,42.09444,9.999971E-01,1.953565E-06,2.645519E-07,2.794281E-07,2.780901E-07,1.082158E-07
76,pre1919rota,13.38500,41.96611,9.999838E-01,5.481181E-06,2.239110E-06,2.965165E-06,3.299733E-06,2.177001E-06
254,post1981rota,13.38500,41.96611,9.999958E-01,2.772559E-06,3.986487E-07,4.333565E-07,4.540750E-07,1.958720E-07
109,pre1919rota,13.39472,42.10889,9.999871E-01,4.692940E-06,1.850222E-06,2.374385E-06,2.500684E-06,1.475079E-06
287,post1981rota,13.39472,42.10889,9.999968E-01,2.143823E-06,2.946498E-07,3.134408E-07,3.159411E-07,1.261064E-07
104,pre1919rota,13.39917,42.35250,9.999967E-01,1.504226E-06,5.215085E-07,5.958086E-07,5.084149E-07,1.954620E-07
282,post1981rota,13.39917,42.35250,9.999993E-01,4.986054E-07,5.788758E-08,5.674627E-08,4.933710E-08,1.464197E-08
73,pre1919rota,13.41167,41.94111,9.999826E-01,5.745708E-06,2.378667E-06,3.187168E-06,3.619952E-06,2.489543E-06
251,post1981rota,13.41167,41.94111,9.999953E-01,3.024090E-06,4.421328E-07,4.844842E-07,5.149378E-07,2.285562E-07
91,pre1919rota,13.42444,41.91444,9.999834E-01,5.586322E-06,2.293926E-06,3.051672E-06,3.423137E-06,2.295156E-06
269,post1981rota,13.42444,41.91444,9.999956E-01,2.869442E-06,4.152690E-07,4.528299E-07,4.771161E-07,2.080951E-07
62,pre1919rota,13.42750,42.03528,9.999801E-01,6.199344E-06,2.633283E-06,3.608834E-06,4.262133E-06,3.175414E-06
240,post1981rota,13.42750,42.03528,9.999944E-01,3.530741E-06,5.329474E-07,5.930021E-07,6.477195E-07,3.037436E-07
112,pre1919rota,13.45806,41.86528,9.999855E-01,5.097558E-06,2.045433E-06,2.666177E-06,2.886096E-06,1.800018E-06
290,post1981rota,13.45806,41.86528,9.999963E-01,2.447588E-06,3.440449E-07,3.699591E-07,3.801942E-07,1.577494E-07
106,pre1919rota,13.47028,41.96083,9.999760E-01,6.770556E-06,3.001458E-06,4.269948E-06,5.377202E-06,4.574437E-06
284,post1981rota,13.47028,41.96083,9.999927E-01,4.426303E-06,7.038457E-07,8.029571E-07,9.169080E-07,4.703924E-07
89,pre1919rota,13.47278,41.88667,9.999828E-01,5.708616E-06,2.358759E-06,3.155134E-06,3.573024E-06,2.442581E-06
267,post1981rota,13.47278,41.88667,9.999954E-01,2.987209E-06,4.356909E-07,4.768755E-07,5.058111E-07,2.235852E-07
114,pre1919rota,13.47556,42.28667,9.999938E-01,2.618591E-06,9.512038E-07,1.134111E-06,1.046888E-06,4.724529E-07
292,post1981rota,13.47556,42.28667,9.999986E-01,9.664299E-07,1.193585E-07,1.205813E-07,1.107425E-07,3.669334E-08
133,pre1919rota,13.48889,42.23667,9.999909E-01,3.588840E-06,1.353603E-06,1.669673E-06,1.638988E-06,8.381992E-07
311,post1981rota,13.48889,42.23667,9.999979E-01,1.455285E-06,1.888617E-07,1.954291E-07,1.874410E-07,6.774346E-08
99,pre1919rota,13.48917,42.29417,9.999939E-01,2.567848E-06,9.309114E-07,1.107907E-06,1.019331E-06,4.569652E-07
277,post1981rota,13.48917,42.29417,9.999987E-01,9.431699E-07,1.161805E-07,1.172218E-07,1.074101E-07,3.542675E-08
119,pre1919rota,13.51472,42.13583,9.999814E-01,5.970612E-06,2.502102E-06,3.388675E-06,3.921003E-06,2.801020E-06
297,post1981rota,13.51472,42.13583,9.999949E-01,3.261102E-06,4.840840E-07,5.343314E-07,5.753480E-07,2.621337E-07
134,pre1919rota,13.52278,42.20611,9.999878E-01,4.512704E-06,1.765815E-06,2.250946E-06,2.342824E-06,1.349237E-06
312,post1981rota,13.52278,42.20611,9.999970E-01,2.018900E-06,2.748109E-07,2.909815E-07,2.908693E-07,1.141823E-07
144,pre1919rota,13.52417,41.83444,9.999849E-01,5.248472E-06,2.120522E-06,2.780913E-06,3.042524E-06,1.939112E-06
322,post1981rota,13.52417,41.83444,9.999961E-01,2.570553E-06,3.644954E-07,3.935944E-07,4.075242E-07,1.716447E-07
154,pre1919rota,13.54056,41.96028,9.999709E-01,7.140670E-06,3.343308E-06,4.988176E-06,6.813066E-06,6.877911E-06
332,post1981rota,13.54056,41.96028,9.999902E-01,5.639462E-06,9.570078E-07,1.126437E-06,1.359830E-06,7.813846E-07
87,pre1919rota,13.54778,42.08583,9.999741E-01,6.953784E-06,3.144920E-06,4.552696E-06,5.906642E-06,5.347662E-06
265,post1981rota,13.54778,42.08583,9.999918E-01,4.863407E-06,7.921196E-07,9.141214E-07,1.065427E-06,5.697497E-07
63,pre1919rota,13.56139,41.81083,9.999861E-01,4.963848E-06,1.979989E-06,2.567340E-06,2.753576E-06,1.685297E-06
241,post1981rota,13.56139,41.81083,9.999965E-01,2.343264E-06,3.268933E-07,3.502360E-07,3.575773E-07,1.464186E-07
94,pre1919rota,13.58389,41.88750,9.999760E-01,6.774580E-06,3.004392E-06,4.275551E-06,5.387338E-06,4.588524E-06
272,post1981rota,13.58389,41.88750,9.999927E-01,4.434585E-06,7.054884E-07,8.050094E-07,9.196140E-07,4.721574E-07
59,pre1919rota,13.59139,42.08194,9.999709E-01,7.137456E-06,3.338307E-06,4.976179E-06,6.786155E-06,6.828111E-06
237,post1981rota,13.59139,42.08194,9.999902E-01,5.615790E-06,9.518189E-07,1.119666E-06,1.350232E-06,7.741944E-07
88,pre1919rota,13.60194,42.06639,9.999694E-01,7.171428E-06,3.412908E-06,5.164821E-06,7.226593E-06,7.681188E-06
266,post1981rota,13.60194,42.06639,9.999893E-01,6.009010E-06,1.039325E-06,1.234594E-06,1.514826E-06,8.997233E-07
56,pre1919rota,13.61583,41.71944,9.999927E-01,2.990814E-06,1.102276E-06,1.331624E-06,1.258962E-06,5.965954E-07
234,post1981rota,13.61583,41.71944,9.999984E-01,1.143753E-06,1.439966E-07,1.468341E-07,1.371522E-07,4.701419E-08
